433.584, 849.546,
463.201, 844.993,
493.711, 841.404,
525.192, 841.429,
556.722, 843.648,
587.938, 847.943,
618.878, 852.810,
649.744, 857.821,
679.927, 859.855,
673.093, 829.369,
641.088, 815.353,
604.347, 809.246,
567.467, 804.885,
530.101, 804.295,
492.643, 808.421,
460.082, 825.033,
1093.564, 847.185,
1065.129, 842.603,
1035.796, 839.251,
1005.487, 839.415,
975.134, 841.728,
945.065, 846.053,
915.192, 850.893,
885.306, 855.990,
856.288, 858.291,
861.388, 828.333,
892.109, 813.674,
927.998, 807.570,
964.061, 803.146,
1000.754, 802.440,
1037.937, 805.719,
1069.479, 821.931,
509.485, 943.674,
520.094, 952.238,
531.436, 959.977,
543.605, 966.520,
556.881, 970.911,
570.585, 973.979,
584.526, 975.769,
598.633, 975.567,
612.681, 974.517,
626.657, 972.875,
640.546, 970.478,
654.328, 967.909,
667.752, 965.066,
660.513, 951.730,
650.757, 939.512,
639.334, 928.692,
625.528, 921.035,
610.592, 915.542,
594.962, 912.067,
578.839, 911.680,
562.760, 913.193,
547.094, 916.757,
532.947, 923.800,
520.296, 932.909,
1018.774, 941.280,
1008.887, 950.179,
998.089, 958.244,
986.493, 965.230,
973.634, 969.950,
960.263, 973.304,
946.620, 975.361,
932.812, 975.315,
919.036, 974.411,
905.330, 972.929,
891.708, 970.847,
878.085, 968.693,
864.804, 966.076,
871.348, 952.565,
880.361, 940.049,
891.177, 928.948,
904.566, 920.970,
919.069, 915.063,
934.344, 911.199,
950.134, 910.384,
965.946, 911.510,
981.322, 914.828,
995.318, 921.659,
1007.871, 930.566,
771.428, 1157.202,
770.439, 1109.412,
769.514, 1061.696,
768.561, 1014.029,
767.714, 966.230,
725.365, 966.692,
713.351, 1044.018,
696.189, 1119.724,
668.288, 1168.330,
672.341, 1194.678,
712.791, 1215.482,
770.998, 1223.905,
828.518, 1213.834,
867.969, 1192.008,
871.573, 1165.735,
842.732, 1118.334,
823.370, 1043.322,
809.008, 966.562,
743.730, 1017.495,
719.897, 1068.484,
792.749, 1017.073,
817.708, 1067.565,
606.777, 1297.078,
618.479, 1317.005,
632.313, 1336.469,
647.644, 1355.139,
664.946, 1372.310,
684.603, 1387.073,
706.498, 1398.548,
730.164, 1405.974,
755.051, 1409.734,
780.397, 1410.350,
804.597, 1408.036,
828.034, 1402.724,
849.934, 1393.888,
869.798, 1381.203,
887.211, 1365.448,
902.161, 1347.512,
915.209, 1328.296,
926.840, 1308.503,
936.454, 1287.838,
919.336, 1284.753,
899.601, 1283.598,
879.236, 1281.889,
858.975, 1279.772,
839.147, 1277.976,
819.736, 1278.123,
805.459, 1280.975,
791.933, 1284.914,
778.138, 1288.333,
763.962, 1285.711,
750.086, 1282.495,
735.510, 1280.317,
714.182, 1281.807,
692.684, 1285.098,
670.668, 1288.454,
648.299, 1291.057,
626.490, 1292.798,
613.973, 1299.481,
629.845, 1308.016,
647.341, 1316.257,
665.405, 1324.031,
683.666, 1330.995,
702.171, 1336.592,
720.987, 1340.963,
740.131, 1344.245,
759.464, 1346.316,
778.916, 1346.975,
796.904, 1345.026,
814.673, 1341.843,
832.174, 1337.478,
849.298, 1332.037,
866.130, 1325.412,
882.696, 1317.561,
899.091, 1309.054,
914.897, 1300.279,
929.220, 1291.040,
914.592, 1292.685,
898.012, 1295.510,
880.822, 1298.412,
863.621, 1301.062,
846.637, 1303.430,
829.751, 1305.939,
812.929, 1308.688,
796.136, 1311.424,
779.175, 1313.474,
760.682, 1312.453,
742.265, 1310.608,
723.778, 1308.779,
705.245, 1307.253,
686.589, 1305.875,
667.681, 1304.132,
648.716, 1302.062,
630.526, 1300.057,
362.240, 940.762,
364.777, 980.855,
368.497, 1020.941,
374.055, 1060.867,
380.949, 1100.682,
389.073, 1140.027,
398.296, 1179.214,
408.518, 1217.977,
420.759, 1256.211,
435.796, 1293.312,
455.010, 1328.442,
477.853, 1361.417,
503.923, 1392.044,
531.981, 1420.944,
561.659, 1448.057,
592.774, 1473.807,
625.200, 1497.809,
659.350, 1519.060,
695.837, 1535.841,
734.737, 1545.705,
774.900, 1548.549,
814.104, 1544.231,
851.795, 1533.065,
886.812, 1515.266,
919.298, 1493.021,
949.918, 1468.159,
979.219, 1441.589,
1007.106, 1413.827,
1033.455, 1384.433,
1058.013, 1353.437,
1079.405, 1320.228,
1097.413, 1285.036,
1111.515, 1248.109,
1122.841, 1210.339,
1132.253, 1171.994,
1140.655, 1133.256,
1147.944, 1094.252,
1153.932, 1054.866,
1158.492, 1015.278,
1161.128, 975.798,
1162.647, 936.210,
1145.613, 803.615,
1054.769, 670.997,
920.224, 583.326,
762.460, 553.949,
601.000, 587.394,
464.921, 678.514,
374.940, 813.436,
587.739, 940.877,
942.896, 940.594,
549.387, 942.655,
552.987, 957.197,
561.877, 969.254,
574.705, 976.990,
589.517, 979.229,
604.059, 975.629,
616.116, 966.739,
623.853, 953.911,
626.091, 939.099,
622.492, 924.557,
613.601, 912.500,
600.773, 904.763,
585.961, 902.525,
571.419, 906.125,
559.362, 915.015,
551.626, 927.843,
980.717, 940.955,
977.700, 955.401,
969.384, 967.592,
957.036, 975.674,
942.535, 978.415,
928.089, 975.398,
915.897, 967.082,
907.816, 954.734,
905.075, 940.233,
908.092, 925.787,
916.408, 913.595,
928.756, 905.514,
943.257, 902.773,
957.703, 905.790,
969.895, 914.106,
977.976, 926.454,
