432.475, 848.994,
461.562, 844.168,
491.590, 840.335,
522.698, 840.116,
553.946, 842.295,
584.868, 846.585,
615.543, 851.575,
646.112, 856.828,
676.019, 859.175,
670.245, 829.473,
637.634, 816.072,
601.051, 809.629,
564.348, 805.091,
526.997, 804.002,
489.836, 808.380,
457.551, 824.670,
1094.468, 847.581,
1066.140, 842.476,
1036.797, 838.590,
1006.414, 838.267,
975.893, 840.401,
945.674, 844.718,
915.664, 849.759,
885.633, 855.173,
856.375, 857.703,
860.599, 827.663,
892.148, 813.638,
928.048, 807.322,
964.107, 802.950,
1000.948, 802.103,
1038.210, 806.112,
1070.255, 822.337,
510.825, 943.167,
521.076, 952.046,
532.203, 960.006,
544.263, 966.674,
557.483, 971.228,
571.189, 974.343,
585.173, 976.053,
599.330, 975.833,
613.417, 974.682,
627.417, 972.871,
641.322, 970.357,
655.110, 967.645,
668.471, 964.588,
661.337, 951.562,
651.572, 939.759,
640.056, 929.406,
626.333, 921.845,
611.473, 916.410,
595.910, 912.965,
579.838, 912.361,
563.795, 913.670,
548.157, 917.060,
533.967, 923.730,
521.391, 932.550,
1019.397, 940.804,
1009.661, 949.843,
998.901, 957.990,
987.262, 964.979,
974.365, 969.801,
960.915, 973.165,
947.167, 975.148,
933.247, 975.098,
919.368, 974.114,
905.559, 972.503,
891.828, 970.311,
878.107, 968.000,
864.769, 965.157,
871.274, 951.984,
880.373, 939.943,
891.338, 929.390,
904.690, 921.622,
919.156, 915.922,
934.398, 912.225,
950.173, 911.303,
966.025, 912.277,
981.516, 915.421,
995.761, 921.829,
1008.491, 930.368,
770.502, 1154.874,
769.515, 1107.421,
768.555, 1060.044,
767.571, 1012.679,
766.645, 965.119,
724.033, 965.534,
711.864, 1042.516,
695.144, 1118.539,
666.935, 1168.111,
671.466, 1195.469,
712.689, 1215.954,
770.314, 1223.018,
826.612, 1214.521,
866.408, 1192.945,
870.220, 1165.754,
841.345, 1117.391,
822.719, 1041.854,
808.322, 965.293,
742.690, 1016.125,
718.896, 1067.169,
791.592, 1015.754,
816.472, 1066.396,
616.752, 1306.256,
630.298, 1320.571,
644.967, 1334.470,
660.521, 1347.781,
677.317, 1359.802,
695.363, 1369.934,
714.418, 1377.697,
734.194, 1382.642,
754.460, 1385.182,
774.825, 1385.707,
794.217, 1384.375,
813.375, 1381.115,
831.897, 1375.502,
849.588, 1367.141,
866.138, 1356.479,
881.317, 1344.018,
895.255, 1330.393,
908.294, 1316.317,
920.213, 1301.365,
904.115, 1296.905,
886.158, 1293.388,
867.629, 1289.224,
848.910, 1284.820,
830.339, 1280.815,
811.849, 1278.969,
799.203, 1281.579,
787.096, 1285.229,
774.608, 1288.483,
761.872, 1285.621,
749.512, 1282.320,
736.593, 1280.035,
716.486, 1282.696,
696.295, 1287.455,
675.812, 1292.503,
655.313, 1297.120,
635.308, 1300.911,
624.491, 1307.638,
640.377, 1309.820,
656.943, 1311.980,
673.931, 1313.912,
690.927, 1315.526,
707.824, 1316.916,
724.611, 1318.450,
741.266, 1320.247,
757.783, 1321.974,
774.462, 1322.984,
789.960, 1321.422,
805.225, 1319.243,
820.589, 1316.982,
836.071, 1314.938,
851.642, 1313.013,
867.271, 1310.913,
882.866, 1308.564,
898.080, 1306.012,
912.642, 1303.546,
898.080, 1306.012,
882.866, 1308.563,
867.271, 1310.913,
851.642, 1313.013,
836.071, 1314.938,
820.589, 1316.982,
805.225, 1319.243,
789.960, 1321.422,
774.462, 1322.984,
757.783, 1321.974,
741.266, 1320.247,
724.611, 1318.450,
707.824, 1316.916,
690.927, 1315.526,
673.931, 1313.912,
656.943, 1311.980,
640.377, 1309.820,
359.815, 942.925,
362.621, 982.893,
366.627, 1022.846,
372.588, 1062.631,
380.069, 1102.273,
388.811, 1141.387,
398.617, 1180.310,
409.241, 1218.879,
421.581, 1256.982,
436.462, 1294.045,
455.393, 1329.184,
477.953, 1362.198,
503.787, 1392.809,
531.731, 1421.573,
561.393, 1448.413,
592.661, 1473.742,
625.278, 1497.146,
659.666, 1517.582,
696.281, 1533.406,
735.049, 1542.566,
775.008, 1545.249,
814.199, 1541.347,
852.023, 1530.853,
887.236, 1513.705,
919.812, 1491.882,
950.355, 1467.196,
979.508, 1440.750,
1007.133, 1413.024,
1033.137, 1383.584,
1057.237, 1352.494,
1078.147, 1319.181,
1095.770, 1283.969,
1109.741, 1247.157,
1121.362, 1209.601,
1131.469, 1171.534,
1140.795, 1133.121,
1148.966, 1094.358,
1155.694, 1055.183,
1160.711, 1015.746,
1163.581, 976.431,
1165.226, 937.015,
1145.688, 801.786,
1054.321, 669.189,
919.157, 581.645,
760.775, 552.481,
599.554, 586.191,
463.771, 677.589,
374.097, 812.761,
588.063, 941.019,
943.384, 940.497,
549.770, 942.483,
553.245, 957.025,
562.021, 969.131,
574.761, 976.957,
589.527, 979.311,
604.069, 975.836,
616.175, 967.061,
624.001, 954.320,
626.355, 939.555,
622.880, 925.012,
614.105, 912.907,
601.364, 905.081,
586.599, 902.726,
572.056, 906.201,
559.951, 914.977,
552.125, 927.717,
980.554, 940.691,
977.650, 954.900,
969.530, 966.917,
957.429, 974.911,
943.190, 977.667,
928.981, 974.763,
916.964, 966.643,
908.969, 954.542,
906.214, 940.303,
909.118, 926.094,
917.238, 914.077,
929.339, 906.082,
943.578, 903.327,
957.787, 906.230,
969.804, 914.351,
977.799, 926.452,
