171,457
186,549
214,620
262,678
292,699
360,721
428,699
458,678
506,620
534,549
549,457
197,401
237,395
328,405
234,378
523,401
483,395
392,405
486,378
240,440
255,451
273,455
292,454
312,453
297,434
279,425
258,428
480,440
465,451
447,455
428,454
408,453
423,434
441,425
462,428
337,453
332,512
310,557
330,567
360,571
390,567
410,557
388,512
383,453
360,538
287,607
433,607
360,658
397,624
360,632
323,624
312,603
339,599
381,599
408,603
396,614
360,617
324,614
360,453
360,405
272,258
448,258
360,252
196,307
524,307
248,538
472,538
277,633
443,633
360,495
314,320
406,320
262,338
458,338
316,643
404,643
360,599
308,662
412,662
360,679
177,513
195,585
233,649
205,448
213,494
543,513
525,585
487,649
515,448
507,494
169,417
551,417
197,369
523,369
