0,1472
1,1817
2,1759
3,1869
4,1452
5,1452
6,1843
7,1391
8,1851
9,1822
10,1761
11,1851
12,1844
13,1391
14,1868
15,1727
16,1390
17,1867
18,1817
19,1868
20,1774
21,1475
22,1829
23,1829
24,1843
25,1843
26,1734
27,479
28,888
29,1259
30,1287
31,2188
32,885
33,2343
34,1779
35,2322
36,1448
37,2096
38,2048
39,229
40,1553
41,220
42,1787
43,1784
44,1565
45,1320
46,1492
47,2330
48,2048
49,2314
50,1556
51,1800
52,2107
53,2106
54,2293
55,2294
56,2345
57,1480
58,1529
59,2270
60,1758
61,1514
62,1785
63,1788
64,1524
65,1524
66,1289
67,1522
68,217
69,1501
70,2078
71,1797
72,1603
73,1905
74,2321
75,1654
76,1598
77,2133
78,1304
79,1637
80,2263
81,1305
82,1602
83,1726
84,1586
85,1599
86,2403
87,1619
88,1729
89,1601
90,1582
91,1721
92,2325
93,1742
94,1719
95,1581
96,1520
97,2394
98,2255
99,1946
100,1966
101,2368
102,1961
103,1428
104,2252
105,1430
106,1424
107,1346
108,1952
109,1403
110,2015
111,1771
112,2208
113,2353
114,1367
115,1484
116,1487
117,1424
118,1484
119,1774
120,2367
121,1372
122,1691
123,1883
124,1372
125,1749
126,1478
127,1479
128,1859
129,1857
130,1870
131,1865
132,1865
133,1874
134,1866
135,1866
136,1867
137,1872
138,1879
139,1866
140,1864
141,1853
142,1845
143,1845
144,1833
145,1831
146,1824
147,1823
148,1830
149,1752
150,1754
151,1870
152,1849
153,1850
154,1823
155,1478
156,1749
157,1755
158,1827
159,1848
160,1871
161,1875
162,1875
163,1476
164,1827
165,1848
166,1871
167,1875
168,1823
169,1850
170,1849
171,1478
172,1832
173,1828
174,1828
175,1825
176,1826
177,1826
178,1826
179,1838
180,1775
181,1459
182,1515
183,2075
184,1434
185,1485
186,1372
187,1859
188,1861
189,1861
190,2066
191,1374
192,1480
193,1842
194,1862
195,1387
196,1387
197,1820
198,1809
199,1757
200,582
201,285
202,208
203,568
204,568
205,1821
206,1821
207,1760
208,651
209,253
210,282
211,284
212,625
213,283
214,638
215,259
216,193
217,1107
218,1113
219,1151
220,933
221,348
222,932
223,343
224,74
225,377
226,624
227,898
228,935
229,590
230,43
231,897
232,899
233,190
234,315
235,484
236,1142
237,364
238,600
239,303
240,321
241,337
242,265
243,335
244,278
245,1098
246,1125
247,1128
248,333
249,140
250,44
251,298
252,921
253,571
254,334
255,910
256,316
257,594
258,65
259,786
260,1089
261,959
262,67
263,1153
264,47
265,1154
266,399
267,383
268,1225
269,964
270,553
271,867
272,782
273,537
274,889
275,533
276,388
277,320
278,283
279,326
280,239
281,1719
282,327
283,753
284,752
285,748
286,98
287,746
288,749
289,754
290,109
291,776
292,770
293,835
294,166
295,495
296,500
297,497
298,764
299,517
300,1182
301,122
302,295
303,498
304,292
305,1202
306,123
307,1100
308,293
309,692
310,686
311,688
312,674
313,661
314,653
315,653
316,658
317,675
318,687
319,674
320,674
321,665
322,681
323,673
324,662
325,654
326,654
327,261
328,260
329,559
330,688
331,256
332,675
333,657
334,634
335,260
336,286
337,287
338,262
339,655
340,656
341,679
342,690
343,287
344,287
345,262
346,655
347,656
348,679
349,683
350,558
351,260
352,634
353,657
354,675
355,645
356,642
357,640
358,636
359,636
360,632
361,631
362,631
363,631
364,692
365,1103
366,266
367,912
368,616
369,141
370,650
371,669
372,616
373,621
374,1176
375,649
376,669
377,141
378,628
379,129
380,615
381,338
382,614
383,622
384,1477
385,1852
386,1821
387,1478
388,1473
389,1472
390,880
391,2196
392,1663
393,1670
394,1662
395,1016
396,1669
397,2451
398,242
399,246
400,1531
401,2056
402,1448
403,874
404,307
405,213
406,1499
407,2071
408,1569
